config_id,objects,mean_cnr,min_cnr,mean_psnr,min_psnr,mean_ssim,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance
cfg0009,1,5.363846778869629,5.363846778869629,8.097758293151855,8.097758293151855,0.18842807412147522,31,0.0005,0.55,0.5,0.11,32,3,0.12,nlm,3,0.062,5,6
cfg0008,1,5.209501266479492,5.209501266479492,7.810190200805664,7.810190200805664,0.18848800659179688,31,0.0005,0.55,0.5,0.11,32,3,0.08,nlm,3,0.062,5,6
cfg0012,1,5.1784234046936035,5.1784234046936035,7.191738128662109,7.191738128662109,0.1809869408607483,31,0.0005,0.55,0.5,0.11,32,4,0.08,nlm,3,0.062,5,6
cfg0003,1,5.086443901062012,5.086443901062012,6.325741291046143,6.325741291046143,0.18996043503284454,31,0.0005,0.55,0.5,0.11,24,3,0.18,nlm,3,0.062,5,6
cfg0002,1,5.058032989501953,5.058032989501953,6.479544162750244,6.479544162750244,0.19003355503082275,31,0.0005,0.55,0.5,0.11,24,3,0.16,nlm,3,0.062,5,6
cfg0001,1,4.996356964111328,4.996356964111328,6.789393424987793,6.789393424987793,0.19006216526031494,31,0.0005,0.55,0.5,0.11,24,3,0.12,nlm,3,0.062,5,6
cfg0000,1,4.919625282287598,4.919625282287598,7.104500770568848,7.104500770568848,0.18998925387859344,31,0.0005,0.55,0.5,0.11,24,3,0.08,nlm,3,0.062,5,6
cfg0004,1,4.623938083648682,4.623938083648682,8.028756141662598,8.028756141662598,0.18724936246871948,31,0.0005,0.55,0.5,0.11,24,4,0.08,nlm,3,0.062,5,6
cfg0005,1,4.604968070983887,4.604968070983887,8.218570709228516,8.218570709228516,0.1851586401462555,31,0.0005,0.55,0.5,0.11,24,4,0.12,nlm,3,0.062,5,6
cfg0006,1,4.578553199768066,4.578553199768066,8.396576881408691,8.396576881408691,0.18284939229488373,31,0.0005,0.55,0.5,0.11,24,4,0.16,nlm,3,0.062,5,6
cfg0007,1,4.562849044799805,4.562849044799805,8.480873107910156,8.480873107910156,0.18160271644592285,31,0.0005,0.55,0.5,0.11,24,4,0.18,nlm,3,0.062,5,6
